station_label,mechanism_family,algorithm_id,low_rate,high_rate,rmse_low,rmse_high,absolute_degradation,relative_degradation_pct,normalized_score,low_count,high_count,status,caveats
full_grid,mar,cubic_spline,0.1,0.5,5.329781512906371,19.31057077976623,13.980789266859858,262.3144913727622,0.0,20,20,available,
full_grid,mar,galpi,0.1,0.5,5.427997764984224,16.74474016199321,11.316742397008987,208.48833929175132,0.2976283740243384,20,20,available,
full_grid,mar,linear_interpolation,0.1,0.5,5.342188685314598,13.224859952929771,7.882671267615173,147.55508897100978,0.6345550075627266,20,20,available,
full_grid,mar,nearest_interpolation,0.1,0.5,8.470932209170972,15.371716789253536,6.900784580082565,81.46428763308361,1.0,20,20,available,
full_grid,mcar,cubic_spline,0.1,0.5,5.1102164087063455,8.157415849965568,3.047199441259223,59.62955768502617,0.484559042909941,20,20,available,
full_grid,mcar,galpi,0.1,0.5,5.142118901191546,9.920138221970115,4.778019320778569,92.91926951886298,0.0,20,20,available,
full_grid,mcar,linear_interpolation,0.1,0.5,5.111306278263098,7.695645172801678,2.58433889453858,50.56122161039387,0.6165561076800589,20,20,available,
full_grid,mcar,nearest_interpolation,0.1,0.5,8.291341752605929,10.299357647049899,2.00801589444397,24.218226125016017,1.0,20,20,available,
full_grid,mnar,cubic_spline,0.1,0.5,6.8778611993869445,9.185920454265576,2.308059254878631,33.557805078770116,0.7677216421428483,20,20,available,
full_grid,mnar,galpi,0.1,0.5,7.222570611386364,13.67042164223649,6.447851030850127,89.2736309242184,0.0,20,20,available,
full_grid,mnar,linear_interpolation,0.1,0.5,7.18434813452542,10.231977276673316,3.047629142147896,42.42039897123129,0.6456018488252495,20,20,available,
full_grid,mnar,nearest_interpolation,0.1,0.5,12.192266054746161,14.228457268352576,2.036191213606415,16.700678975208007,1.0,20,20,available,
