cohort_id,station_label,recipe_label,algorithm_id,realization_count,mean_rmse,std_rmse,cv_rmse,normalized_score,status,caveats
cohort_full_grid_mar_10_4ebde8e8f3,full_grid,mar_10,cubic_spline,20,5.329781512906371,0.23041052607040552,0.04323076387136194,0.2037471701109359,available,
cohort_full_grid_mar_10_4ebde8e8f3,full_grid,mar_10,galpi,20,5.427997764984224,0.24566356693299646,0.04525859765782539,0.04000060824181373,available,
cohort_full_grid_mar_10_4ebde8e8f3,full_grid,mar_10,linear_interpolation,20,5.342188685314598,0.2444263104032024,0.04575396430214413,0.0,available,
cohort_full_grid_mar_10_4ebde8e8f3,full_grid,mar_10,nearest_interpolation,20,8.470932209170972,0.2826748935090703,0.033369986505503504,1.0,available,
cohort_full_grid_mar_30_18214cc37c,full_grid,mar_30,cubic_spline,20,7.332726656703207,0.3438707813725268,0.04689534977526778,0.0,available,
cohort_full_grid_mar_30_18214cc37c,full_grid,mar_30,galpi,20,8.812826740618425,0.32857838080155427,0.0372841076390544,0.6254987737922859,available,
cohort_full_grid_mar_30_18214cc37c,full_grid,mar_30,linear_interpolation,20,7.08440354874932,0.3250620575817346,0.045884181405662736,0.06580674654969076,available,
cohort_full_grid_mar_30_18214cc37c,full_grid,mar_30,nearest_interpolation,20,9.794605225127409,0.3088202277222874,0.031529624790801125,1.0,available,
cohort_full_grid_mar_50_82c12bcdb8,full_grid,mar_50,cubic_spline,20,19.31057077976623,3.142836338207967,0.16275212027917144,0.0,available,
cohort_full_grid_mar_50_82c12bcdb8,full_grid,mar_50,galpi,20,16.74474016199321,0.3687491841857481,0.022021791954868652,1.0,available,
cohort_full_grid_mar_50_82c12bcdb8,full_grid,mar_50,linear_interpolation,20,13.224859952929771,0.43092241842221535,0.03258427083205149,0.924945255205812,available,
cohort_full_grid_mar_50_82c12bcdb8,full_grid,mar_50,nearest_interpolation,20,15.371716789253536,0.41039685684018257,0.02669817968069081,0.966770576168587,available,
cohort_full_grid_mcar_10_beafdd3d3a,full_grid,mcar_10,cubic_spline,20,5.1102164087063455,0.03188951166616372,0.006240344657778704,0.0,available,
cohort_full_grid_mcar_10_beafdd3d3a,full_grid,mcar_10,galpi,20,5.142118901191546,0.030020999879206246,0.005838254707072155,0.2539155325395849,available,
cohort_full_grid_mcar_10_beafdd3d3a,full_grid,mcar_10,linear_interpolation,20,5.111306278263098,0.03168937167694506,0.006199857717724873,0.025567072558272952,available,
cohort_full_grid_mcar_10_beafdd3d3a,full_grid,mcar_10,nearest_interpolation,20,8.291341752605929,0.03861101037258175,0.004656786745094242,1.0,available,
cohort_full_grid_mcar_30_380e398fad,full_grid,mcar_30,cubic_spline,20,6.247403923058919,0.02696454142117809,0.004316119423886303,0.5149304472309256,available,
cohort_full_grid_mcar_30_380e398fad,full_grid,mcar_30,galpi,20,6.724059691050151,0.04046995551349464,0.006018678800154154,0.0,available,
cohort_full_grid_mcar_30_380e398fad,full_grid,mcar_30,linear_interpolation,20,6.0708286958657265,0.02403072245048883,0.003958392445969346,0.6231231571551676,available,
cohort_full_grid_mcar_30_380e398fad,full_grid,mcar_30,nearest_interpolation,20,8.889930299927542,0.024112084372088827,0.0027122917231741797,1.0,available,
cohort_full_grid_mcar_50_a8afad4cc5,full_grid,mcar_50,cubic_spline,20,8.157415849965568,0.07305772339139466,0.008955988604124311,0.0,available,
cohort_full_grid_mcar_50_a8afad4cc5,full_grid,mcar_50,galpi,20,9.920138221970115,0.05214890917215749,0.005256873241611028,0.6807406064639694,available,
cohort_full_grid_mcar_50_a8afad4cc5,full_grid,mcar_50,linear_interpolation,20,7.695645172801678,0.03687564952766943,0.00479175542786161,0.7663352829148953,available,
cohort_full_grid_mcar_50_a8afad4cc5,full_grid,mcar_50,nearest_interpolation,20,10.299357647049899,0.0362746604293935,0.0035220313414190303,1.0,available,
cohort_full_grid_mnar_10_2859d20c68,full_grid,mnar_10,cubic_spline,20,6.8778611993869445,0.13806939198016405,0.020074466171616085,0.08763361533120695,available,
cohort_full_grid_mnar_10_2859d20c68,full_grid,mnar_10,galpi,20,7.222570611386364,0.14586723966488657,0.020196028189039403,0.07555284231335568,available,
cohort_full_grid_mnar_10_2859d20c68,full_grid,mnar_10,linear_interpolation,20,7.18434813452542,0.1505571673368014,0.020956273905112874,0.0,available,
cohort_full_grid_mnar_10_2859d20c68,full_grid,mnar_10,nearest_interpolation,20,12.192266054746161,0.13282055788407454,0.01089383690346641,1.0,available,
cohort_full_grid_mnar_30_ec0a509ea8,full_grid,mnar_30,cubic_spline,20,7.738366710948038,0.08502074565829126,0.010986910912092876,0.39633491073957516,available,
cohort_full_grid_mnar_30_ec0a509ea8,full_grid,mnar_30,galpi,20,8.92995216318462,0.131820423365683,0.014761604648806194,0.0,available,
cohort_full_grid_mnar_30_ec0a509ea8,full_grid,mnar_30,linear_interpolation,20,8.176580221717273,0.08347321940958768,0.010208818007787656,0.4780330307156403,available,
cohort_full_grid_mnar_30_ec0a509ea8,full_grid,mnar_30,nearest_interpolation,20,12.744925775530595,0.06675288098471124,0.005237604530649548,1.0,available,
cohort_full_grid_mnar_50_7ff69a9216,full_grid,mnar_50,cubic_spline,20,9.185920454265576,0.1016692582037382,0.011067944547301959,0.4835690103340994,available,
cohort_full_grid_mnar_50_7ff69a9216,full_grid,mnar_50,galpi,20,13.67042164223649,0.21019520529586605,0.015375912374673322,0.0,available,
cohort_full_grid_mnar_50_7ff69a9216,full_grid,mnar_50,linear_interpolation,20,10.231977276673316,0.0942667489844462,0.009212955271055371,0.6917913937037241,available,
cohort_full_grid_mnar_50_7ff69a9216,full_grid,mnar_50,nearest_interpolation,20,14.228457268352576,0.09201855540057993,0.006467219436730556,1.0,available,
