result_id,algorithm_id,realization_id,support_fingerprint,metric,value
053b86b3-84f8-4a3a-b471-46a8a88856c6,linear_interpolation,test_r002,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.479757321275347
183a4efd-d24a-4ad0-9062-adf68bb86e04,cubic_spline,test_r000,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.418991345662302
1c9456c0-91e9-4afa-83c6-211e37c861a4,linear_interpolation,test_r004,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.505549379446353
1e59b2e0-03b5-439b-aec1-9c5d9f46dfd2,galpi,test_r002,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.567448313629283
201811be-a5d2-478c-88bf-30a53aea1fc7,linear_interpolation,test_r003,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,4.9899821695309505
479931a4-4809-498b-8927-f67f3057067b,linear_interpolation,test_r000,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.426245989785275
5b4a6d68-40b6-44ce-9d5d-623310da21e6,galpi,test_r001,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.684939160195898
6c5fee21-20eb-45ae-9fe5-bf867a0b9d66,cubic_spline,test_r003,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.015738197660587
8445f54e-0de9-4abd-aa78-70503971f420,cubic_spline,test_r004,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.505324864358653
8b5e5d6e-3955-43fb-b1ae-bd95a688ac54,nearest_interpolation,test_r004,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,8.634752554331081
8da462eb-2438-4a81-ad68-33354f3365eb,linear_interpolation,test_r001,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.592763952605308
a0b8fc28-4737-4ed4-ad7f-4e12046856c5,galpi,test_r004,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.572211217669336
b3f32ab1-5865-4856-8fb0-d003b8b92aaa,galpi,test_r000,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.524673953646131
b59ce845-c597-489f-9c31-564e93a4ccdc,galpi,test_r003,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.0743073624138075
c052a790-e71d-469a-a186-44e5c6b25911,nearest_interpolation,test_r001,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,8.759284721573687
c40ab25d-7c1b-48c8-8acb-1a4fc8220b95,cubic_spline,test_r001,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.595928551578186
c6f9a7de-534c-424e-8db2-053968348360,nearest_interpolation,test_r002,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,8.57916557929411
cdd836cb-13a1-4c86-8604-6ae150b9776f,nearest_interpolation,test_r000,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,8.50152002722115
d12808c7-b996-4318-b3d9-d0ef53ada6e5,cubic_spline,test_r002,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,5.455149780411323
f76e84d9-4ab4-47af-ada1-da2d3bb67f35,nearest_interpolation,test_r003,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,8.146069569848594
0d8ed865-d3d5-438e-a2be-2ba2d8381334,galpi,test_r000,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,8.756906628994324
20f9426c-228d-4922-9437-605fe8fdd05a,linear_interpolation,test_r004,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,7.349397107699493
21198986-26ae-4d68-9a63-6fb0328eb48c,galpi,test_r004,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,9.049911589982878
