cohort_id,station_label,recipe_label,algorithm_id,realization_count,mean_rmse,std_rmse,cv_rmse,normalized_score,status,caveats
cohort_full_grid_mar_10_ccda6baa83,full_grid,mar_10,cubic_spline,5,5.39822654793421,0.223900034022531,0.041476590883021185,0.1383273334862909,available,
cohort_full_grid_mar_10_ccda6baa83,full_grid,mar_10,galpi,5,5.484716001510892,0.23697112196279949,0.04320572330409092,0.034437216960828354,available,
cohort_full_grid_mar_10_ccda6baa83,full_grid,mar_10,linear_interpolation,5,5.398859762528646,0.23635609564672228,0.04377889147763692,0.0,available,
cohort_full_grid_mar_10_ccda6baa83,full_grid,mar_10,nearest_interpolation,5,8.524158490453726,0.23130331993411068,0.027135032765187223,1.0,available,
cohort_full_grid_mar_30_eda88b3952,full_grid,mar_30,cubic_spline,5,7.436326102559422,0.3524903812783832,0.047401146267249325,0.0,available,
cohort_full_grid_mar_30_eda88b3952,full_grid,mar_30,galpi,5,8.859531965584022,0.334123727108863,0.03771347385017731,0.540549383828951,available,
cohort_full_grid_mar_30_eda88b3952,full_grid,mar_30,linear_interpolation,5,7.142971838307252,0.3182267077268868,0.044551023709803746,0.15903014944531324,available,
cohort_full_grid_mar_30_eda88b3952,full_grid,mar_30,nearest_interpolation,5,9.85523280893304,0.2905248274288718,0.029479245499460197,1.0,available,
cohort_full_grid_mar_50_8348a0efd0,full_grid,mar_50,cubic_spline,5,19.541386331236005,2.6499864300620817,0.13560892687670784,0.0,available,
cohort_full_grid_mar_50_8348a0efd0,full_grid,mar_50,galpi,5,16.70835163124817,0.13551774467541575,0.008110778828832448,1.0,available,
cohort_full_grid_mar_50_8348a0efd0,full_grid,mar_50,linear_interpolation,5,13.310534780992509,0.44103014131862855,0.033133915997756995,0.8037372498969287,available,
cohort_full_grid_mar_50_8348a0efd0,full_grid,mar_50,nearest_interpolation,5,15.478103110391128,0.4316257244155771,0.0278862158584412,0.8448962802017869,available,
cohort_full_grid_mcar_10_8426867839,full_grid,mcar_10,cubic_spline,5,5.108392006870764,0.03309374852172477,0.006478310293574539,0.0,available,
cohort_full_grid_mcar_10_8426867839,full_grid,mcar_10,galpi,5,5.142246163612443,0.026237820555351343,0.005102404614741197,0.9696163461399062,available,
cohort_full_grid_mcar_10_8426867839,full_grid,mcar_10,linear_interpolation,5,5.108043881566945,0.029698493539705384,0.005814063901619237,0.46810197051474534,available,
cohort_full_grid_mcar_10_8426867839,full_grid,mcar_10,nearest_interpolation,5,8.29248673967064,0.04195409175909011,0.005059289580577182,1.0,available,
cohort_full_grid_mcar_30_bcfb4e1979,full_grid,mcar_30,cubic_spline,5,6.254051681139339,0.03817739852992152,0.006104426454462318,0.345553149095868,available,
cohort_full_grid_mcar_30_bcfb4e1979,full_grid,mcar_30,galpi,5,6.722506813629074,0.052953256258342435,0.007877010425781358,0.0,available,
cohort_full_grid_mcar_30_bcfb4e1979,full_grid,mcar_30,linear_interpolation,5,6.071545187473341,0.031156628318011505,0.005131581394188266,0.5352026549017357,available,
cohort_full_grid_mcar_30_bcfb4e1979,full_grid,mcar_30,nearest_interpolation,5,8.894270031723917,0.024435321240829554,0.0027473104767084993,1.0,available,
cohort_full_grid_mcar_50_88b8f7d7f7,full_grid,mcar_50,cubic_spline,5,8.142520083150592,0.04502719287816916,0.005529884165879362,0.0,available,
cohort_full_grid_mcar_50_88b8f7d7f7,full_grid,mcar_50,galpi,5,9.904410253336856,0.03086006691512134,0.0031157904535229035,0.7008190994716905,available,
cohort_full_grid_mcar_50_88b8f7d7f7,full_grid,mcar_50,linear_interpolation,5,7.69308459374916,0.020898134785616255,0.002716483164970857,0.8167392781056702,available,
cohort_full_grid_mcar_50_88b8f7d7f7,full_grid,mcar_50,nearest_interpolation,5,10.289881362889801,0.021456559619180235,0.002085209621226808,1.0,available,
cohort_full_grid_mnar_10_7617a7d65e,full_grid,mnar_10,cubic_spline,5,6.806547229766157,0.08238979766105645,0.012104492172000545,0.6609309205267029,available,
cohort_full_grid_mnar_10_7617a7d65e,full_grid,mnar_10,galpi,5,7.101703558874232,0.0940394628901647,0.013241817559767577,0.41548348491301146,available,
cohort_full_grid_mnar_10_7617a7d65e,full_grid,mnar_10,linear_interpolation,5,7.071010168063836,0.10724626538469448,0.015167035944746823,0.0,available,
cohort_full_grid_mnar_10_7617a7d65e,full_grid,mnar_10,nearest_interpolation,5,12.118851502178932,0.12765215112003897,0.01053335384933857,1.0,available,
cohort_full_grid_mnar_30_a4eaab2521,full_grid,mnar_30,cubic_spline,5,7.680861753564372,0.05902805087542562,0.007685081800623886,1.0,available,
cohort_full_grid_mnar_30_a4eaab2521,full_grid,mnar_30,galpi,5,8.898505190790596,0.18699431947686104,0.021014127144679158,0.0,available,
cohort_full_grid_mnar_30_a4eaab2521,full_grid,mnar_30,linear_interpolation,5,8.123711299234067,0.11433493985134484,0.01407422490040048,0.5206601121942961,available,
cohort_full_grid_mnar_30_a4eaab2521,full_grid,mnar_30,nearest_interpolation,5,12.726742772321494,0.10473032202768168,0.00822915367280404,0.9591814823840472,available,
cohort_full_grid_mnar_50_7bda064a97,full_grid,mnar_50,cubic_spline,5,9.16245474350929,0.08072043713157688,0.008809913870380584,0.5523858606134882,available,
cohort_full_grid_mnar_50_7bda064a97,full_grid,mnar_50,galpi,5,13.670298944575023,0.16020598481911044,0.011719274426159292,0.0,available,
cohort_full_grid_mnar_50_7bda064a97,full_grid,mnar_50,linear_interpolation,5,10.211371604335316,0.08847385024947381,0.008664247436839098,0.5800428239604648,available,
cohort_full_grid_mnar_50_7bda064a97,full_grid,mnar_50,nearest_interpolation,5,14.233508531384725,0.09183994018894868,0.006452375391945187,1.0,available,
