station_label,recipe_label,recipe_display_label,mechanism_family,declared_rate,algorithm_id,metric,mean,std,n,is_best,comparable
full_grid,mar_10,MAR 10%,mar,0.1,cubic_spline,rmse,5.329781512906371,0.23041052607040552,20,True,True
full_grid,mar_10,MAR 10%,mar,0.1,galpi,rmse,5.427997764984224,0.24566356693299646,20,False,True
full_grid,mar_10,MAR 10%,mar,0.1,linear_interpolation,rmse,5.342188685314598,0.2444263104032024,20,False,True
full_grid,mar_10,MAR 10%,mar,0.1,nearest_interpolation,rmse,8.470932209170972,0.2826748935090703,20,False,True
full_grid,mar_30,MAR 30%,mar,0.3,cubic_spline,rmse,7.332726656703207,0.3438707813725268,20,False,True
full_grid,mar_30,MAR 30%,mar,0.3,galpi,rmse,8.812826740618425,0.32857838080155427,20,False,True
full_grid,mar_30,MAR 30%,mar,0.3,linear_interpolation,rmse,7.08440354874932,0.3250620575817346,20,True,True
full_grid,mar_30,MAR 30%,mar,0.3,nearest_interpolation,rmse,9.794605225127409,0.3088202277222874,20,False,True
full_grid,mar_50,MAR 50%,mar,0.5,cubic_spline,rmse,19.31057077976623,3.142836338207967,20,False,True
full_grid,mar_50,MAR 50%,mar,0.5,galpi,rmse,16.74474016199321,0.3687491841857481,20,False,True
full_grid,mar_50,MAR 50%,mar,0.5,linear_interpolation,rmse,13.224859952929771,0.43092241842221535,20,True,True
full_grid,mar_50,MAR 50%,mar,0.5,nearest_interpolation,rmse,15.371716789253536,0.41039685684018257,20,False,True
full_grid,mcar_10,MCAR 10%,mcar,0.1,cubic_spline,rmse,5.1102164087063455,0.03188951166616372,20,True,True
full_grid,mcar_10,MCAR 10%,mcar,0.1,galpi,rmse,5.142118901191546,0.030020999879206246,20,False,True
full_grid,mcar_10,MCAR 10%,mcar,0.1,linear_interpolation,rmse,5.111306278263098,0.03168937167694506,20,False,True
full_grid,mcar_10,MCAR 10%,mcar,0.1,nearest_interpolation,rmse,8.291341752605929,0.03861101037258175,20,False,True
full_grid,mcar_30,MCAR 30%,mcar,0.3,cubic_spline,rmse,6.247403923058919,0.02696454142117809,20,False,True
full_grid,mcar_30,MCAR 30%,mcar,0.3,galpi,rmse,6.724059691050151,0.04046995551349464,20,False,True
full_grid,mcar_30,MCAR 30%,mcar,0.3,linear_interpolation,rmse,6.0708286958657265,0.02403072245048883,20,True,True
full_grid,mcar_30,MCAR 30%,mcar,0.3,nearest_interpolation,rmse,8.889930299927542,0.024112084372088827,20,False,True
full_grid,mcar_50,MCAR 50%,mcar,0.5,cubic_spline,rmse,8.157415849965568,0.07305772339139466,20,False,True
full_grid,mcar_50,MCAR 50%,mcar,0.5,galpi,rmse,9.920138221970115,0.05214890917215749,20,False,True
full_grid,mcar_50,MCAR 50%,mcar,0.5,linear_interpolation,rmse,7.695645172801678,0.03687564952766943,20,True,True
full_grid,mcar_50,MCAR 50%,mcar,0.5,nearest_interpolation,rmse,10.299357647049899,0.0362746604293935,20,False,True
full_grid,mnar_10,MNAR 10%,mnar,0.1,cubic_spline,rmse,6.8778611993869445,0.13806939198016405,20,True,True
full_grid,mnar_10,MNAR 10%,mnar,0.1,galpi,rmse,7.222570611386364,0.14586723966488657,20,False,True
full_grid,mnar_10,MNAR 10%,mnar,0.1,linear_interpolation,rmse,7.18434813452542,0.1505571673368014,20,False,True
full_grid,mnar_10,MNAR 10%,mnar,0.1,nearest_interpolation,rmse,12.192266054746161,0.13282055788407454,20,False,True
full_grid,mnar_30,MNAR 30%,mnar,0.3,cubic_spline,rmse,7.738366710948038,0.08502074565829126,20,True,True
full_grid,mnar_30,MNAR 30%,mnar,0.3,galpi,rmse,8.92995216318462,0.131820423365683,20,False,True
full_grid,mnar_30,MNAR 30%,mnar,0.3,linear_interpolation,rmse,8.176580221717273,0.08347321940958768,20,False,True
full_grid,mnar_30,MNAR 30%,mnar,0.3,nearest_interpolation,rmse,12.744925775530595,0.06675288098471124,20,False,True
full_grid,mnar_50,MNAR 50%,mnar,0.5,cubic_spline,rmse,9.185920454265576,0.1016692582037382,20,True,True
full_grid,mnar_50,MNAR 50%,mnar,0.5,galpi,rmse,13.67042164223649,0.21019520529586605,20,False,True
full_grid,mnar_50,MNAR 50%,mnar,0.5,linear_interpolation,rmse,10.231977276673316,0.0942667489844462,20,False,True
full_grid,mnar_50,MNAR 50%,mnar,0.5,nearest_interpolation,rmse,14.228457268352576,0.09201855540057993,20,False,True
