algorithm_id,station_label,recipe_label,family,n,mean_rmse,std_rmse,median_rmse,mean_mae,mean_runtime,rank,is_best,rank_allowed,comparison_status,claim_level
linear_interpolation,full_grid,MAR 50%,classical,20,13.224859952929771,0.43092241842221535,13.299591004139419,6.126908284218742,0.30102176499985944,1,True,True,compatible,bounded_comparison
GALPI_V1,full_grid,MAR 50%,classical,20,16.008354348499264,0.3819670603266852,15.911619186903616,7.294380572626762,9.822060689999853,2,False,True,compatible,bounded_comparison
GALPI_V5,full_grid,MAR 50%,classical,20,16.008354348499264,0.3819670603266852,15.911619186903616,7.294380572626762,9.767477040000268,2,False,True,compatible,bounded_comparison
GALPI_V3,full_grid,MAR 50%,classical,20,16.58494810786275,0.31272279560619165,16.606294377482616,7.781217657083867,20.669393375000617,4,False,True,compatible,bounded_comparison
GALPI_V2,full_grid,MAR 50%,classical,20,16.639484080041218,0.3217262635297633,16.644388511693478,7.825266970320607,14.271231069999521,5,False,True,compatible,bounded_comparison
galpi,full_grid,MAR 50%,classical,20,16.74474016199321,0.3687491841857481,16.650787663599658,7.8147115538389915,14.343014750000474,6,False,True,compatible,bounded_comparison
GALPI_V6,full_grid,MAR 50%,classical,20,17.32257096095553,0.3510511126335147,17.368623294803132,8.221434795601551,14.547529835000205,7,False,True,compatible,bounded_comparison
GALPI_V4,full_grid,MAR 50%,classical,20,17.733828456174848,0.4095768891616576,17.746620081583764,8.520052530469131,14.51652621000012,8,False,True,compatible,bounded_comparison
linear_interpolation,full_grid,MCAR 50%,classical,20,7.695645172801678,0.03687564952766943,7.695084018478963,3.807509874515575,0.32673302000021065,1,True,True,compatible,bounded_comparison
GALPI_V1,full_grid,MCAR 50%,classical,20,8.719406080669291,0.051816233484847124,8.71411955634873,4.069023823756802,12.572856924999906,2,False,True,compatible,bounded_comparison
GALPI_V5,full_grid,MCAR 50%,classical,20,8.719406080669291,0.051816233484847124,8.71411955634873,4.069023823756802,12.241289744999813,2,False,True,compatible,bounded_comparison
GALPI_V3,full_grid,MCAR 50%,classical,20,9.902043281247831,0.05235995141154199,9.896054360697597,4.610203516243391,32.65281688000023,4,False,True,compatible,bounded_comparison
galpi,full_grid,MCAR 50%,classical,20,9.920138221970115,0.05214890917215749,9.917973894412142,4.625631204452755,24.064678914999966,5,False,True,compatible,bounded_comparison
GALPI_V2,full_grid,MCAR 50%,classical,20,9.920177158624696,0.05222226199695536,9.918144273202682,4.625662861380119,23.88714191500021,6,False,True,compatible,bounded_comparison
GALPI_V6,full_grid,MCAR 50%,classical,20,11.154150826828609,0.05274501140099296,11.1639848715642,5.047287197972308,16.32223970499981,7,False,True,compatible,bounded_comparison
GALPI_V4,full_grid,MCAR 50%,classical,20,11.989631701297009,0.05026048082294335,11.993854076141536,5.348004657790115,20.701034700000218,8,False,True,compatible,bounded_comparison
linear_interpolation,full_grid,MNAR 50%,classical,20,10.231977276673316,0.0942667489844462,10.235372352923719,4.955954922872459,0.14287495499993383,1,True,True,compatible,bounded_comparison
GALPI_V1,full_grid,MNAR 50%,classical,20,11.847947991910996,0.22654966960396022,11.830143506695281,5.15411932075345,3.612360335000085,2,False,True,compatible,bounded_comparison
GALPI_V5,full_grid,MNAR 50%,classical,20,11.847947991910996,0.22654966960396022,11.830143506695281,5.15411932075345,3.5871791650000886,2,False,True,compatible,bounded_comparison
GALPI_V3,full_grid,MNAR 50%,classical,20,13.666791798541306,0.20956145912230678,13.636663662957028,5.675414047737805,6.6071095549999885,4,False,True,compatible,bounded_comparison
galpi,full_grid,MNAR 50%,classical,20,13.67042164223649,0.21019520529586605,13.637225435783764,5.676244050938265,3.8938532149999445,5,False,True,compatible,bounded_comparison
GALPI_V2,full_grid,MNAR 50%,classical,20,13.670439456088587,0.21016274108182048,13.637332875578688,5.676236289648934,3.9061877649999586,6,False,True,compatible,bounded_comparison
GALPI_V6,full_grid,MNAR 50%,classical,20,16.04684533143248,0.2035450862762197,16.019561837930134,6.214637736228585,3.8885308849996365,7,False,True,compatible,bounded_comparison
GALPI_V4,full_grid,MNAR 50%,classical,20,17.540200267210032,0.19154501027819854,17.540353434126082,6.573710882671053,3.8836036199998487,8,False,True,compatible,bounded_comparison
