result_id,algorithm_id,realization_id,support_fingerprint,metric,value
0036a040-1228-47a9-a7b6-713b31098781,GALPI_V1,test_r004,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.147147873458966
00422f85-2f6a-4243-9e5d-43bdb191fc4d,GALPI_V6,test_r003,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,17.392891300920503
03555a30-c448-4a70-8953-960e35d80dce,linear_interpolation,test_r015,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,13.289037330123831
056b2051-0a2c-4117-960e-b8becda3bcdc,GALPI_V4,test_r014,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,17.25984197218653
08655c58-fb49-43a3-a75c-df61a399a05a,GALPI_V1,test_r014,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,15.96473693049201
0a4bc44c-d198-46a9-b00d-99a51c9060aa,GALPI_V3,test_r005,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.530239102435463
0b967afd-5c82-4aa1-86a3-0d50494292be,GALPI_V6,test_r015,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.7270368093837
0bb7f113-d3a7-4754-8fab-f6665605f299,GALPI_V4,test_r015,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,17.156604419882736
0d2519a8-bf66-43e8-9ac8-87ff5e59fb4f,GALPI_V2,test_r013,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,17.644207503454176
0e836cd3-cd96-4a97-bf12-d084acc38c42,galpi,test_r006,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.662981678732848
1523d80b-0f64-4871-949b-91ebf53d9531,GALPI_V2,test_r001,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.840756041621205
18689136-505a-4667-a4f1-7ec0f8c3fb7d,GALPI_V3,test_r002,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.603643627704955
1aba73de-be43-4cb5-ae70-93a583c657d5,GALPI_V2,test_r006,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.697504944044375
1ae96a6d-309b-4cf8-b42d-3dbe7fe96f81,GALPI_V3,test_r012,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.233999312237792
1c3c65ad-647a-47d4-be0f-66bc214f6c50,GALPI_V6,test_r002,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,17.232866141423326
1dad49ba-e284-44b3-9fd1-6b108315774f,GALPI_V5,test_r007,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,15.858269199367188
1e769dd8-35be-415e-ae11-ea3b20c26355,galpi,test_r014,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.60575327430067
1e7fea08-b7bb-4b5f-86c3-b54f1f527b1b,galpi,test_r013,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,18.07257518964823
1f655160-763e-4bb2-9174-9fce5ec57a21,GALPI_V3,test_r003,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,16.58287888845469
21445326-e164-4c19-b61e-68aa137385c5,GALPI_V1,test_r019,c20ecea7d5d435f8addbc5bb3795c002671eef03e467fabff9fc33b059b0ddba,rmse,15.701234805334986
