station_label,recipe_label,algorithm_id,pollutant,mae,rmse
full_grid,MAR 50%,GALPI_V1,co,0.12972595540708887,0.24756346265236248
full_grid,MAR 50%,GALPI_V1,no2,8.555406655277256,14.638095999092878
full_grid,MAR 50%,GALPI_V1,o3,16.99262044703391,28.506642011718835
full_grid,MAR 50%,GALPI_V1,pm10,9.998059071315371,18.021778966532175
full_grid,MAR 50%,GALPI_V1,pm25,7.915371734619788,14.233181930418437
full_grid,MAR 50%,GALPI_V1,so2,1.3286464850385844,3.170258785994933
full_grid,MAR 50%,GALPI_V1,co,0.1368150613273998,0.26747689312297873
full_grid,MAR 50%,GALPI_V1,no2,8.585242534252844,15.29477846189752
full_grid,MAR 50%,GALPI_V1,o3,17.586985655941223,29.729874032715784
full_grid,MAR 50%,GALPI_V1,pm10,9.594946485826245,16.567529880599512
full_grid,MAR 50%,GALPI_V1,pm25,6.3550238480582895,11.009376100120692
full_grid,MAR 50%,GALPI_V1,so2,1.6150781224599469,3.9598410337283907
full_grid,MAR 50%,GALPI_V1,co,0.11231705447219013,0.19497739186764282
full_grid,MAR 50%,GALPI_V1,no2,8.227047850289132,13.515537216865951
full_grid,MAR 50%,GALPI_V1,o3,18.570099421086653,31.55178940898754
full_grid,MAR 50%,GALPI_V1,pm10,8.393294940337457,14.255311850121346
full_grid,MAR 50%,GALPI_V1,pm25,5.619705808144067,9.524176648712727
full_grid,MAR 50%,GALPI_V1,so2,1.182410872489509,2.650587169016564
full_grid,MAR 50%,GALPI_V1,co,0.136296259365557,0.2663789048455917
full_grid,MAR 50%,GALPI_V1,no2,8.556854593889474,14.80034315525756
full_grid,MAR 50%,GALPI_V1,o3,17.46683570221936,29.37722566357547
full_grid,MAR 50%,GALPI_V1,pm10,9.587866421216543,16.46056023281597
full_grid,MAR 50%,GALPI_V1,pm25,6.370414999331349,10.94923577245887
full_grid,MAR 50%,GALPI_V1,so2,1.6121722086852621,3.9579740006059034
full_grid,MAR 50%,GALPI_V1,co,0.1122822908287207,0.19458960217232152
full_grid,MAR 50%,GALPI_V1,no2,8.232339440671673,13.513703926744379
full_grid,MAR 50%,GALPI_V1,o3,18.618630638126692,31.642057559296305
full_grid,MAR 50%,GALPI_V1,pm10,8.486340890295029,14.94463371784446
full_grid,MAR 50%,GALPI_V1,pm25,5.664005501171098,9.72327529619623
full_grid,MAR 50%,GALPI_V1,so2,1.1819151742015743,2.6732353118709775
full_grid,MAR 50%,GALPI_V1,co,0.15520246439521548,0.30242630581429425
full_grid,MAR 50%,GALPI_V1,no2,8.994210774559098,15.76490828794962
full_grid,MAR 50%,GALPI_V1,o3,17.9889316991003,30.38490433216933
full_grid,MAR 50%,GALPI_V1,pm10,9.62691600290729,17.73149165275054
full_grid,MAR 50%,GALPI_V1,pm25,6.447009902214411,12.247081611665038
full_grid,MAR 50%,GALPI_V1,so2,1.3944327337363793,3.3439768933233487
full_grid,MAR 50%,GALPI_V1,co,0.13647926771343685,0.26470470215239134
full_grid,MAR 50%,GALPI_V1,no2,8.538233511554228,14.482851454259418
full_grid,MAR 50%,GALPI_V1,o3,17.540392781230448,29.18395983935179
full_grid,MAR 50%,GALPI_V1,pm10,9.584661219609727,16.515258686572306
full_grid,MAR 50%,GALPI_V1,pm25,6.373498601294385,11.029477542511307
full_grid,MAR 50%,GALPI_V1,so2,1.6178033569827674,3.9807498778290022
full_grid,MAR 50%,GALPI_V1,co,0.13738228292098648,0.2644159744555186
full_grid,MAR 50%,GALPI_V1,no2,11.335353749561337,20.482143890067572
full_grid,MAR 50%,GALPI_V1,o3,18.48690174094223,30.753077038061573
full_grid,MAR 50%,GALPI_V1,pm10,9.659348243105951,17.101902802645615
full_grid,MAR 50%,GALPI_V1,pm25,6.577890672827132,11.95328759018802
full_grid,MAR 50%,GALPI_V1,so2,1.3399310611238104,3.1836579408112167
full_grid,MAR 50%,GALPI_V1,co,0.155793931763501,0.30200389861253757
full_grid,MAR 50%,GALPI_V1,no2,8.929321349556547,15.178713509758364
full_grid,MAR 50%,GALPI_V1,o3,17.886012316775894,29.60546853237779
full_grid,MAR 50%,GALPI_V1,pm10,9.515874338153619,16.53619673087926
full_grid,MAR 50%,GALPI_V1,pm25,6.340364292551945,10.906904721203336
full_grid,MAR 50%,GALPI_V1,so2,1.4102723308000158,3.382619732351795
full_grid,MAR 50%,GALPI_V1,co,0.15552518950113223,0.2994339289899028
full_grid,MAR 50%,GALPI_V1,no2,8.938195680417472,15.253643078199213
full_grid,MAR 50%,GALPI_V1,o3,17.84773476513744,29.69849243431809
full_grid,MAR 50%,GALPI_V1,pm10,9.5359215249848,16.67450095321839
full_grid,MAR 50%,GALPI_V1,pm25,6.346435763087347,10.842509216805118
full_grid,MAR 50%,GALPI_V1,so2,1.3930162171038967,3.3131463510037547
full_grid,MAR 50%,GALPI_V1,co,0.13006541332221008,0.24833600978406178
full_grid,MAR 50%,GALPI_V1,no2,8.567242270881856,14.657302211978784
full_grid,MAR 50%,GALPI_V1,o3,17.031771371669922,28.665442455670043
full_grid,MAR 50%,GALPI_V1,pm10,9.99360057073672,17.80659798972524
full_grid,MAR 50%,GALPI_V1,pm25,7.957258361298549,14.213870569916605
full_grid,MAR 50%,GALPI_V1,so2,1.3370041568704487,3.307395631178361
full_grid,MAR 50%,GALPI_V1,co,0.13694757320238587,0.26707822342002224
full_grid,MAR 50%,GALPI_V1,no2,8.626102011404262,15.381975113450753
full_grid,MAR 50%,GALPI_V1,o3,17.546317803159248,29.66973746803069
full_grid,MAR 50%,GALPI_V1,pm10,9.627548778159413,16.67440054896634
full_grid,MAR 50%,GALPI_V1,pm25,6.363963443237426,10.940086414449594
full_grid,MAR 50%,GALPI_V1,so2,1.6093150434259242,3.967282804789726
full_grid,MAR 50%,GALPI_V1,co,0.15693028132264375,0.3012947104497851
full_grid,MAR 50%,GALPI_V1,no2,9.004332853203548,15.355460611958529
full_grid,MAR 50%,GALPI_V1,o3,18.01180137157315,29.922695575468083
full_grid,MAR 50%,GALPI_V1,pm10,9.645313881000302,17.015579624434626
full_grid,MAR 50%,GALPI_V1,pm25,6.384790913922556,11.064447551011463
full_grid,MAR 50%,GALPI_V1,so2,1.3995495363164616,3.334664618140004
full_grid,MAR 50%,GALPI_V1,co,0.1132539851772091,0.1976724572762655
full_grid,MAR 50%,GALPI_V1,no2,8.231129463585027,13.543799105006656
full_grid,MAR 50%,GALPI_V1,o3,18.56960066832918,31.595224159743758
full_grid,MAR 50%,GALPI_V1,pm10,8.380468590332962,14.449038976492739
full_grid,MAR 50%,GALPI_V1,pm25,5.599839662820987,9.48823297781711
full_grid,MAR 50%,GALPI_V1,so2,1.1828706770243338,2.7155167066318606
full_grid,MAR 50%,GALPI_V1,co,0.11252764491836281,0.1942290843726498
full_grid,MAR 50%,GALPI_V1,no2,8.237793308920022,13.514204453676777
full_grid,MAR 50%,GALPI_V1,o3,18.72362501363299,31.87607147173189
full_grid,MAR 50%,GALPI_V1,pm10,8.400163545935794,14.52902121187132
full_grid,MAR 50%,GALPI_V1,pm25,5.594857781802262,9.547274347206246
full_grid,MAR 50%,GALPI_V1,so2,1.1840625743063957,2.8080409952855545
full_grid,MAR 50%,GALPI_V1,co,0.11230886187894441,0.19557081293424078
full_grid,MAR 50%,GALPI_V1,no2,8.23202047967937,13.566325252904472
full_grid,MAR 50%,GALPI_V1,o3,18.664019252873107,31.75001620820384
full_grid,MAR 50%,GALPI_V1,pm10,8.400654624558856,14.44604129791075
full_grid,MAR 50%,GALPI_V1,pm25,5.6193037326039414,9.580069446385801
full_grid,MAR 50%,GALPI_V1,so2,1.1838154891439934,2.8203737526235506
full_grid,MAR 50%,GALPI_V1,co,0.11162625913426989,0.1942687568695351
full_grid,MAR 50%,GALPI_V1,no2,8.190714570527538,13.431905025593727
full_grid,MAR 50%,GALPI_V1,o3,18.590163642041293,31.612145710396664
full_grid,MAR 50%,GALPI_V1,pm10,8.390888889612176,14.58762604139818
full_grid,MAR 50%,GALPI_V1,pm25,5.59585418729517,9.453584831754556
full_grid,MAR 50%,GALPI_V1,so2,1.1763316554413843,2.537326387414638
full_grid,MAR 50%,GALPI_V1,co,0.13700742339127692,0.2666627795394596
full_grid,MAR 50%,GALPI_V1,no2,8.562855051631345,15.09800408113356
full_grid,MAR 50%,GALPI_V1,o3,17.589135799604154,29.560534257375306
full_grid,MAR 50%,GALPI_V1,pm10,9.668297294687681,16.66595939071139
full_grid,MAR 50%,GALPI_V1,pm25,6.391258850576387,11.01530775367107
full_grid,MAR 50%,GALPI_V1,so2,1.616816310984815,3.985007874678415
full_grid,MAR 50%,GALPI_V1,co,0.12286477657014898,0.23364632101862728
full_grid,MAR 50%,GALPI_V1,no2,8.367799146313883,14.493120039529032
full_grid,MAR 50%,GALPI_V1,o3,16.45586393781689,28.062580524141023
full_grid,MAR 50%,GALPI_V1,pm10,11.137647049234245,20.394047022245868
full_grid,MAR 50%,GALPI_V1,pm25,6.329780379831122,11.326270480280376
full_grid,MAR 50%,GALPI_V1,so2,1.2481798777971085,3.058099516675121
full_grid,MAR 50%,GALPI_V1,co,0.15611845173691344,0.30363381746199836
full_grid,MAR 50%,GALPI_V1,no2,8.912049852855926,15.17347463563837
full_grid,MAR 50%,GALPI_V1,o3,17.815346543034945,29.599434194012343
full_grid,MAR 50%,GALPI_V1,pm10,9.56870832408256,16.97705919606892
full_grid,MAR 50%,GALPI_V1,pm25,6.404065516658432,11.169750226882798
full_grid,MAR 50%,GALPI_V1,so2,1.4003240431290394,3.4052305731027817
full_grid,MAR 50%,GALPI_V2,co,0.14411268349552342,0.2695791720655656
full_grid,MAR 50%,GALPI_V2,no2,11.962411827670618,20.296797973436114
full_grid,MAR 50%,GALPI_V2,o3,19.919821408382223,31.530755122631305
full_grid,MAR 50%,GALPI_V2,pm10,10.376412717173636,17.607842332948398
full_grid,MAR 50%,GALPI_V2,pm25,6.934022030819267,11.87448101730546
full_grid,MAR 50%,GALPI_V2,so2,1.4114297027559535,3.263087493393688
full_grid,MAR 50%,GALPI_V2,co,0.13719972103204664,0.25595161548035233
full_grid,MAR 50%,GALPI_V2,no2,9.144304524496109,15.243098406190825
full_grid,MAR 50%,GALPI_V2,o3,18.36833349902449,29.828370029750957
full_grid,MAR 50%,GALPI_V2,pm10,10.720214833798966,18.65883392587527
full_grid,MAR 50%,GALPI_V2,pm25,8.416086290598967,14.834052529265612
full_grid,MAR 50%,GALPI_V2,so2,1.4035830597288572,3.363921450327244
full_grid,MAR 50%,GALPI_V2,co,0.12102510841283345,0.2045544713948868
full_grid,MAR 50%,GALPI_V2,no2,8.96010996758228,14.496732481442018
full_grid,MAR 50%,GALPI_V2,o3,20.302811621109267,33.38306862902311
full_grid,MAR 50%,GALPI_V2,pm10,9.145125945395245,15.402587669946106
full_grid,MAR 50%,GALPI_V2,pm25,6.025216559932133,10.130537929229966
full_grid,MAR 50%,GALPI_V2,so2,1.2568922885348148,2.8889714799638546
full_grid,MAR 50%,GALPI_V2,co,0.12113303983499032,0.2045055162662656
full_grid,MAR 50%,GALPI_V2,no2,8.951793396511901,14.434569282772381
full_grid,MAR 50%,GALPI_V2,o3,20.265756182010115,33.31390904421377
full_grid,MAR 50%,GALPI_V2,pm10,9.10990719718646,15.148885015422266
full_grid,MAR 50%,GALPI_V2,pm25,6.013190499171481,10.046515880835173
full_grid,MAR 50%,GALPI_V2,so2,1.259631198223529,2.7329369085086404
full_grid,MAR 50%,GALPI_V2,co,0.16340497718960892,0.30809086322945284
full_grid,MAR 50%,GALPI_V2,no2,9.480553190709443,15.7904654308296
full_grid,MAR 50%,GALPI_V2,o3,19.153318631599035,30.778195098239326
full_grid,MAR 50%,GALPI_V2,pm10,10.276617737074174,17.879831328957113
full_grid,MAR 50%,GALPI_V2,pm25,6.77450460924538,11.614897649766155
full_grid,MAR 50%,GALPI_V2,so2,1.459080568907514,3.4245142617077007
full_grid,MAR 50%,GALPI_V2,co,0.12047028962475101,0.20345303376445767
full_grid,MAR 50%,GALPI_V2,no2,8.92405850880555,14.362326396025152
full_grid,MAR 50%,GALPI_V2,o3,20.248030790487988,33.25862144145766
full_grid,MAR 50%,GALPI_V2,pm10,9.114774521283648,15.548244155841848
full_grid,MAR 50%,GALPI_V2,pm25,6.002181394738598,10.014379675552815
full_grid,MAR 50%,GALPI_V2,so2,1.2531652995403582,2.624176715326756
full_grid,MAR 50%,GALPI_V2,co,0.16403028606065598,0.3090384246858727
full_grid,MAR 50%,GALPI_V2,no2,9.572883764747992,15.984460378582272
full_grid,MAR 50%,GALPI_V2,o3,19.300460078047262,30.99862166202137
full_grid,MAR 50%,GALPI_V2,pm10,10.318438863803719,17.73426176817161
full_grid,MAR 50%,GALPI_V2,pm25,6.755622123155025,11.564036741306479
full_grid,MAR 50%,GALPI_V2,so2,1.4669603543479819,3.427878026200163
full_grid,MAR 50%,GALPI_V2,co,0.12115491247035058,0.20333333802095596
full_grid,MAR 50%,GALPI_V2,no2,8.96950669437236,14.445836716737546
full_grid,MAR 50%,GALPI_V2,o3,20.363967008133006,33.515614132160344
full_grid,MAR 50%,GALPI_V2,pm10,9.111209054060335,15.391927315084072
full_grid,MAR 50%,GALPI_V2,pm25,5.993287719959838,10.05565441574698
full_grid,MAR 50%,GALPI_V2,so2,1.2562549745366924,2.873619709218034
full_grid,MAR 50%,GALPI_V2,co,0.16299933707768088,0.3077581839633591
full_grid,MAR 50%,GALPI_V2,no2,9.51217992773013,15.892685188923561
full_grid,MAR 50%,GALPI_V2,o3,19.197109351684553,30.870855539652606
full_grid,MAR 50%,GALPI_V2,pm10,10.209460914501495,17.504669303336165
full_grid,MAR 50%,GALPI_V2,pm25,6.720848756163461,11.376854538329614
full_grid,MAR 50%,GALPI_V2,so2,1.4616479476838964,3.396712671008908
full_grid,MAR 50%,GALPI_V2,co,0.1369743140732854,0.25539505689158526
full_grid,MAR 50%,GALPI_V2,no2,9.139966184324713,15.28163603785473
full_grid,MAR 50%,GALPI_V2,o3,18.35729934205068,29.77001385029767
full_grid,MAR 50%,GALPI_V2,pm10,10.709335042247014,18.834572681716345
full_grid,MAR 50%,GALPI_V2,pm25,8.369126836087107,14.788887278482443
full_grid,MAR 50%,GALPI_V2,so2,1.4024091675602854,3.2648657830519765
full_grid,MAR 50%,GALPI_V2,co,0.13129873644310697,0.24359166345327626
full_grid,MAR 50%,GALPI_V2,no2,9.08951548585554,15.327223756323704
full_grid,MAR 50%,GALPI_V2,o3,18.12801961712739,29.69290946484781
full_grid,MAR 50%,GALPI_V2,pm10,11.91763710107159,21.254734225055003
full_grid,MAR 50%,GALPI_V2,pm25,6.786946347460555,12.02802239939931
full_grid,MAR 50%,GALPI_V2,so2,1.331295927706964,3.1521836448728893
full_grid,MAR 50%,GALPI_V2,co,0.12189432095222276,0.2068144467042786
full_grid,MAR 50%,GALPI_V2,no2,8.932971641064153,14.424600853238337
