result_id,algorithm_id,dataset_id,mae,rmse,graph_policy,graph_fingerprint,metric_scope,benchmark_contract_id,benchmark_mask_bank_id,benchmark_realization_id,evaluation_support_fingerprint,graph_params,correlation_source,rank,group_key
3e9e4f5c-872b-42be-ac78-b69ee6dd9ac9,stgcn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.334854125976562,39.922706604003906,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r004,sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf,{},,1,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r004|sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
b63c899f-989a-4686-9a09-c4b14858f1a5,ignnk,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.688499450683594,39.97810745239258,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r004,sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf,{},,2,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r004|sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
d08f665b-e29e-498f-aa07-eeb3456514ae,grin,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.36688995361328,40.08006286621094,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r004,sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf,{},,3,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r004|sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
84b1bcf5-9f52-4ceb-9b90-6b9eb5cae416,dcrnn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.607873916625977,40.25386047363281,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r004,sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf,{},,4,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r004|sha256:312c43e06dcd7d68b37eaaacdeb08b5f81152908d31060d6d468fdc0ed56ffdf|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
a49a93bb-9ab9-4bac-a0c7-077d4623ea70,stgcn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.08219337463379,39.73176956176758,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r003,sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41,{},,1,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r003|sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
2d4d87c9-402f-4fd6-b48b-73f69caeed7f,ignnk,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.49484634399414,40.08524703979492,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r003,sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41,{},,2,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r003|sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
37e73074-f876-4e26-be6d-a8b9e31ac195,grin,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.598976135253906,40.26509094238281,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r003,sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41,{},,3,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r003|sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
b3b6fc4b-593b-46ff-9f2f-3d0747848f82,dcrnn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,31.71173858642578,40.32715606689453,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r003,sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41,{},,4,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r003|sha256:45c962cc3231ebfe400a94a48f5505a217ac997dc42aa51b63f1204824a8cf41|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
98e95287-229c-4b28-889a-c57a9f9cab7b,stgcn,fa9c7108-176e-4c68-840d-6acf3a3e59e4,28.788188934326172,37.41287612915039,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r002,sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0,{},,1,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r002|sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
d4b2787e-888d-4bf1-824e-f93b44e6bc57,grin,fa9c7108-176e-4c68-840d-6acf3a3e59e4,33.15778350830078,41.846397399902344,grid_4n_v1,sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432,global,4e000b92-531f-4ea8-9366-69a915c66c35,21cf7f87-c4d4-4ae4-80f1-07ec03758216,test_r002,sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0,{},,2,fa9c7108-176e-4c68-840d-6acf3a3e59e4|4e000b92-531f-4ea8-9366-69a915c66c35|21cf7f87-c4d4-4ae4-80f1-07ec03758216|test_r002|sha256:71f2bed0a810ee7d01bb0ef7f6ed88a7271883612fb7a7359e3814bacd261ab0|grid_4n_v1|sha256:ff68c2f545d16f90d1e3b4a9b00305d1b291b92f29d9cd1557f2a1e30e9bd432|sha256:6a57d86e7dd3172662aaf433a408cdd180e4398b8abef10e8b7cfd1b193e4fc4|global
