station_label,mechanism_family,algorithm_id,low_rate,high_rate,rmse_low,rmse_high,absolute_degradation,relative_degradation_pct,normalized_score,low_count,high_count,status,caveats
full_grid,mar,GALPI_V1,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mar,GALPI_V2,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mar,GALPI_V3,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mar,GALPI_V4,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mar,GALPI_V5,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mar,GALPI_V6,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mar,galpi,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mar,linear_interpolation,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,GALPI_V1,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,GALPI_V2,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,GALPI_V3,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,GALPI_V4,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,GALPI_V5,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,GALPI_V6,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,galpi,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mcar,linear_interpolation,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,GALPI_V1,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,GALPI_V2,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,GALPI_V3,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,GALPI_V4,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,GALPI_V5,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,GALPI_V6,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,galpi,0.0,0.0,,,,,,0,0,rate_pair_missing,
full_grid,mnar,linear_interpolation,0.0,0.0,,,,,,0,0,rate_pair_missing,
